	#	BMI	DM Status	Gender	Age category	Smoking status	SBP Category	Cholesterol category	Combination ID	CVD risk %	Priority
Female-Lab-NDM	2020	x	0	0	6	1	4	5	x006145	3	1
Female-Lab-NDM	2021	x	0	0	6	1	5	1	x006151	1	1
Female-Lab-NDM	2022	x	0	0	6	1	5	2	x006152	2	1
Female-Lab-NDM	2023	x	0	0	6	1	5	3	x006153	2	1
Female-Lab-NDM	2024	x	0	0	6	1	5	4	x006154	2	1
Female-Lab-NDM	2025	x	0	0	6	1	5	5	x006155	2	1
Female-Lab-NDM	2026	x	0	0	6	0	1	1	x006011	10	1
Female-Lab-NDM	2027	x	0	0	6	0	1	2	x006012	11	1
Female-Lab-NDM	2028	x	0	0	6	0	1	3	x006013	12	1
Female-Lab-NDM	2029	x	0	0	6	0	1	4	x006014	13	1
Female-Lab-NDM	2030	x	0	0	6	0	1	5	x006015	14	1
Female-Lab-NDM	2031	x	0	0	6	0	2	1	x006021	7	1
Female-Lab-NDM	2032	x	0	0	6	0	2	2	x006022	8	1
Female-Lab-NDM	2033	x	0	0	6	0	2	3	x006023	9	1
Female-Lab-NDM	2034	x	0	0	6	0	2	4	x006024	10	1
Female-Lab-NDM	2035	x	0	0	6	0	2	5	x006025	11	1
Female-Lab-NDM	2036	x	0	0	6	0	3	1	x006031	5	1
Female-Lab-NDM	2037	x	0	0	6	0	3	2	x006032	6	1
Female-Lab-NDM	2038	x	0	0	6	0	3	3	x006033	7	1
Female-Lab-NDM	2039	x	0	0	6	0	3	4	x006034	7	1
Female-Lab-NDM	2040	x	0	0	6	0	3	5	x006035	8	1
Female-Lab-NDM	2041	x	0	0	6	0	4	1	x006041	4	1
Female-Lab-NDM	2042	x	0	0	6	0	4	2	x006042	4	1
Female-Lab-NDM	2043	x	0	0	6	0	4	3	x006043	5	1
Female-Lab-NDM	2044	x	0	0	6	0	4	4	x006044	6	1
Female-Lab-NDM	2045	x	0	0	6	0	4	5	x006045	6	1
Female-Lab-NDM	2046	x	0	0	6	0	5	1	x006051	3	1
Female-Lab-NDM	2047	x	0	0	6	0	5	2	x006052	3	1
Female-Lab-NDM	2048	x	0	0	6	0	5	3	x006053	4	1
Female-Lab-NDM	2049	x	0	0	6	0	5	4	x006054	4	1
Female-Lab-NDM	2050	x	0	0	6	0	5	5	x006055	5	1
Female-Lab-NDM	2051	x	0	0	7	1	1	1	x007111	4	1
Female-Lab-NDM	2052	x	0	0	7	1	1	2	x007112	4	1
Female-Lab-NDM	2053	x	0	0	7	1	1	3	x007113	4	1
Female-Lab-NDM	2054	x	0	0	7	1	1	4	x007114	5	1
Female-Lab-NDM	2055	x	0	0	7	1	1	5	x007115	5	1
Female-Lab-NDM	2056	x	0	0	7	1	2	1	x007121	3	1
Female-Lab-NDM	2057	x	0	0	7	1	2	2	x007122	3	1
Female-Lab-NDM	2058	x	0	0	7	1	2	3	x007123	3	1
Female-Lab-NDM	2059	x	0	0	7	1	2	4	x007124	3	1
Female-Lab-NDM	2060	x	0	0	7	1	2	5	x007125	4	1
Female-Lab-NDM	2061	x	0	0	7	1	3	1	x007131	2	1
Female-Lab-NDM	2062	x	0	0	7	1	3	2	x007132	2	1
Female-Lab-NDM	2063	x	0	0	7	1	3	3	x007133	2	1
Female-Lab-NDM	2064	x	0	0	7	1	3	4	x007134	2	1
Female-Lab-NDM	2065	x	0	0	7	1	3	5	x007135	3	1
Female-Lab-NDM	2066	x	0	0	7	1	4	1	x007141	1	1
Female-Lab-NDM	2067	x	0	0	7	1	4	2	x007142	1	1
Female-Lab-NDM	2068	x	0	0	7	1	4	3	x007143	2	1
Female-Lab-NDM	2069	x	0	0	7	1	4	4	x007144	2	1
Female-Lab-NDM	2070	x	0	0	7	1	4	5	x007145	2	1
Female-Lab-NDM	2071	x	0	0	7	1	5	1	x007151	1	1
Female-Lab-NDM	2072	x	0	0	7	1	5	2	x007152	1	1
Female-Lab-NDM	2073	x	0	0	7	1	5	3	x007153	1	1
Female-Lab-NDM	2074	x	0	0	7	1	5	4	x007154	1	1
Female-Lab-NDM	2075	x	0	0	7	1	5	5	x007155	1	1
Female-Lab-NDM	2076	x	0	0	7	0	1	1	x007011	8	1
Female-Lab-NDM	2077	x	0	0	7	0	1	2	x007012	9	1
Female-Lab-NDM	2078	x	0	0	7	0	1	3	x007013	10	1
Female-Lab-NDM	2079	x	0	0	7	0	1	4	x007014	11	1
Female-Lab-NDM	2080	x	0	0	7	0	1	5	x007015	12	1
Female-Lab-NDM	2081	x	0	0	7	0	2	1	x007021	6	1
Female-Lab-NDM	2082	x	0	0	7	0	2	2	x007022	7	1
Female-Lab-NDM	2083	x	0	0	7	0	2	3	x007023	7	1
Female-Lab-NDM	2084	x	0	0	7	0	2	4	x007024	8	1
Female-Lab-NDM	2085	x	0	0	7	0	2	5	x007025	9	1
Female-Lab-NDM	2086	x	0	0	7	0	3	1	x007031	4	1
Female-Lab-NDM	2087	x	0	0	7	0	3	2	x007032	5	1
Female-Lab-NDM	2088	x	0	0	7	0	3	3	x007033	5	1
Female-Lab-NDM	2089	x	0	0	7	0	3	4	x007034	6	1
Female-Lab-NDM	2090	x	0	0	7	0	3	5	x007035	7	1
Female-Lab-NDM	2091	x	0	0	7	0	4	1	x007041	3	1
Female-Lab-NDM	2092	x	0	0	7	0	4	2	x007042	3	1
Female-Lab-NDM	2093	x	0	0	7	0	4	3	x007043	4	1
Female-Lab-NDM	2094	x	0	0	7	0	4	4	x007044	4	1
Female-Lab-NDM	2095	x	0	0	7	0	4	5	x007045	5	1
Female-Lab-NDM	2096	x	0	0	7	0	5	1	x007051	2	1
Female-Lab-NDM	2097	x	0	0	7	0	5	2	x007052	3	1
Female-Lab-NDM	2098	x	0	0	7	0	5	3	x007053	3	1
Female-Lab-NDM	2099	x	0	0	7	0	5	4	x007054	3	1
Female-Lab-NDM	2100	x	0	0	7	0	5	5	x007055	4	1
